PlayerName,PlayerCode,TotalRaidAttacks,TitanNumber,TitanName,TitanDamage,ArmorHead,ArmorTorso,ArmorLeftArm,ArmorRightArm,ArmorLeftHand,ArmorRightHand,ArmorLeftLeg,ArmorRightLeg,BodyHead,BodyTorso,BodyLeftArm,BodyRightArm,BodyLeftHand,BodyRightHand,BodyLeftLeg,BodyRightLeg,SkeletonHead,SkeletonTorso,SkeletonLeftArm,SkeletonRightArm,SkeletonLeftHand,SkeletonRightHand,SkeletonLeftLeg,SkeletonRightLeg
jaypee,qqb7k5,22,3,Mohaca the Gale,5806719,1872998,184,915611,1828083,0,273776,0,0,0,0,0,0,0,0,916065,0,0,0,0,0,0,0,0,0
jaypee,qqb7k5,22,4,Terro the Seeker,4098679,0,0,0,0,0,0,0,0,944095,2217287,0,0,0,0,937296,0,0,0,0,0,0,0,0,0
mastablasta,g7mwem,24,0,Lojak the Fissure,7041725,957540,1945473,0,829,0,449679,0,220404,0,1628412,0,0,0,0,908284,927819,3263,0,17,0,0,0,0,0
mastablasta,g7mwem,24,1,Mohaca the Gale,3633304,0,0,0,0,0,6506,0,709807,958377,0,0,0,0,0,1958613,0,0,0,0,0,0,0,0,0
mastablasta,g7mwem,24,2,Terro the Seeker,3807396,0,238492,0,0,0,0,0,0,934851,1741112,0,0,0,0,892939,0,0,0,0,0,0,0,0,0
mastablasta,g7mwem,24,3,Mohaca the Gale,3893163,1125000,177,0,1495,0,0,0,749931,0,0,0,0,0,0,2016558,0,0,0,0,0,0,0,0,0
mastablasta,g7mwem,24,4,Terro the Seeker,3609032,817453,1873722,0,0,177,0,917679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shift,gywqgmx,24,0,Lojak the Fissure,3450931,0,0,0,0,0,1267,0,758069,858458,942761,890375,0,0,0,0,0,0,0,0,0,0,0,0,0
Shift,gywqgmx,24,1,Mohaca the Gale,3291372,885135,1195,1590107,114527,389315,123638,98163,89288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shift,gywqgmx,24,2,Terro the Seeker,6892119,1206796,1417298,0,0,0,0,787926,0,975489,1598620,0,0,0,0,905987,0,0,0,0,0,0,0,0,0
Shift,gywqgmx,24,3,Mohaca the Gale,3000442,0,340,0,0,0,0,0,0,0,0,315632,1777826,174321,512601,0,218495,1088,0,0,0,0,0,136,0
Shift,gywqgmx,24,4,Terro the Seeker,3390171,1183913,1437635,0,0,0,0,768622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duck,mnk9edp,24,0,Lojak the Fissure,3344899,889300,266348,0,305358,0,244310,0,368513,660774,0,0,0,0,0,610293,0,0,0,0,0,0,0,0,0
Duck,mnk9edp,24,1,Mohaca the Gale,6168854,1767946,551205,0,279644,177,205619,0,390923,0,0,555757,939817,0,383303,16092,1076288,2060,0,17,0,0,0,0,0
Duck,mnk9edp,24,2,Terro the Seeker,3169064,0,0,0,0,0,0,0,0,1634730,970156,0,0,0,0,564178,0,0,0,0,0,0,0,0,0
Duck,mnk9edp,24,3,Mohaca the Gale,3388086,0,16220,0,310218,0,525287,0,887347,949671,0,708,698632,0,0,0,0,0,0,0,0,0,0,0,0
Duck,mnk9edp,24,4,Terro the Seeker,3380704,2029640,855687,0,0,0,0,495375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave,mq8xe3g,24,0,Lojak the Fissure,2818403,0,0,0,0,52129,0,0,175599,1868099,677445,45059,0,0,0,0,0,0,0,0,0,0,0,69,0
Dave,mq8xe3g,24,1,Mohaca the Gale,2870742,943452,7791,289227,157398,87413,132361,115723,166501,0,0,970873,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave,mq8xe3g,24,2,Terro the Seeker,3599799,1416817,1544107,138033,0,116746,0,178011,206083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave,mq8xe3g,24,3,Mohaca the Gale,5670112,3138888,9656,715889,287717,592242,281067,112015,302099,169317,0,0,0,0,0,61218,0,0,0,0,0,0,0,0,0
Dave,mq8xe3g,24,4,Terro the Seeker,3517674,0,0,214216,0,107441,0,0,223640,1041878,1930444,0,0,0,0,0,0,0,0,0,0,0,0,52,0
[SB] iTime,7972y4,23,0,Lojak the Fissure,5613820,0,0,0,0,0,0,0,0,798349,3410753,0,0,0,0,688496,716221,0,0,0,0,0,0,0,0
[SB] iTime,7972y4,23,1,Mohaca the Gale,3028576,372501,0,0,0,0,0,0,0,321168,0,0,0,0,0,0,2334892,0,0,0,0,0,14,0,0
[SB] iTime,7972y4,23,2,Terro the Seeker,3296571,0,0,0,0,0,0,0,0,822317,1770661,0,0,0,0,703593,0,0,0,0,0,0,0,0,0
[SB] iTime,7972y4,23,3,Mohaca the Gale,3103380,0,0,0,0,774205,699686,0,0,765683,0,0,0,0,0,0,863804,0,0,0,0,0,0,0,0
[SB] iTime,7972y4,23,4,Terro the Seeker,3230998,0,0,0,0,0,0,0,0,799975,1701812,0,0,0,0,729210,0,0,0,0,0,0,0,0,0
Noあべ.私たちは最後まで行く。,9394bwx,20,0,Lojak the Fissure,3583210,8459,972979,0,0,0,0,1755087,0,0,0,0,0,0,0,846684,0,0,0,0,0,0,0,0,0
Noあべ.私たちは最後まで行く。,9394bwx,20,1,Mohaca the Gale,3709539,0,893306,0,0,0,6618,0,824444,963462,0,0,0,0,0,1021707,0,0,0,0,0,0,0,0,0
Noあべ.私たちは最後まで行く。,9394bwx,20,2,Terro the Seeker,3543827,0,935163,0,0,0,424,417958,120653,936270,0,0,0,0,0,1133355,0,0,0,0,0,0,0,0,0
Noあべ.私たちは最後まで行く。,9394bwx,20,3,Mohaca the Gale,6231262,0,1958030,0,0,0,0,0,800910,984925,0,0,132680,0,1366934,985400,0,160,0,0,2220,0,0,0,0
Noあべ.私たちは最後まで行く。,9394bwx,20,4,Terro the Seeker,836288,0,24859,0,0,0,0,811428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JoeDawg,7nyp4gy,23,0,Lojak the Fissure,4314024,1639109,1006047,0,0,0,0,0,0,0,1009494,0,0,0,0,659342,0,15,0,0,0,0,0,15,0
JoeDawg,7nyp4gy,23,1,Mohaca the Gale,4724071,923715,0,0,0,4264,108918,663307,532095,1655680,0,0,0,0,0,836089,0,0,0,0,0,0,0,0,0
JoeDawg,7nyp4gy,23,2,Terro the Seeker,3162325,0,0,0,0,0,0,0,4026,1679875,974782,0,0,0,0,503640,0,0,0,0,0,0,0,0,0
JoeDawg,7nyp4gy,23,3,Mohaca the Gale,3134583,0,0,0,0,0,9106,0,0,1756701,0,0,0,0,0,866172,502602,0,0,0,0,0,0,0,0
JoeDawg,7nyp4gy,23,4,Terro the Seeker,2516554,0,0,0,0,0,0,0,0,1748521,399994,0,0,0,0,368039,0,0,0,0,0,0,0,0,0
Stramer,4r6wxq6,20,0,Lojak the Fissure,2904292,0,0,0,0,0,0,0,0,0,2061102,0,0,0,0,0,843189,0,0,0,0,0,0,0,0
Stramer,4r6wxq6,20,1,Mohaca the Gale,4336065,885096,0,0,0,0,0,0,797345,784168,0,0,0,0,0,1869454,0,0,0,0,0,0,0,0,0
Stramer,4r6wxq6,20,2,Terro the Seeker,2962220,0,0,0,0,0,0,0,0,901636,2060584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stramer,4r6wxq6,20,3,Mohaca the Gale,3914133,0,0,0,0,235652,0,849914,0,763253,0,0,0,175536,78686,0,1811090,0,0,0,0,0,0,0,0
Stramer,4r6wxq6,20,4,Terro the Seeker,3683759,0,799387,0,0,0,0,0,0,885827,1180539,0,0,0,0,818004,0,0,0,0,0,0,0,0,0
Koniku,7e3bw2r,24,0,Lojak the Fissure,2977800,712287,1624771,0,0,0,0,640741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koniku,7e3bw2r,24,1,Mohaca the Gale,5709242,709150,0,0,0,479736,0,878826,1075345,712734,0,1307849,0,0,0,545600,0,0,0,0,0,0,0,0,0
Koniku,7e3bw2r,24,2,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koniku,7e3bw2r,24,3,Mohaca the Gale,5706091,1430979,6708,14015,10280,9364,27368,2032534,848427,0,0,0,0,0,0,1326413,0,0,0,0,0,0,0,0,0
Koniku,7e3bw2r,24,4,Terro the Seeker,2882331,0,0,0,0,0,0,0,0,1219291,1663040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melen,68nxw7,24,0,Lojak the Fissure,5021545,0,1111298,150167,15097,51333,164560,0,187590,1106220,1075078,0,0,0,0,176607,981276,2314,0,0,0,0,0,0,0
Melen,68nxw7,24,1,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melen,68nxw7,24,2,Terro the Seeker,5879803,1214300,1071335,0,0,0,6737,547855,323651,1283739,1432181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melen,68nxw7,24,3,Mohaca the Gale,2450187,0,6258,0,0,6379,11520,0,0,751251,0,5343,761968,0,370988,0,536404,0,0,0,0,0,0,71,0
Melen,68nxw7,24,4,Terro the Seeker,3142013,1306129,1101212,79876,140080,57382,91797,51377,314156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neosreaper,82eqe2r,24,0,Lojak the Fissure,3344480,0,0,0,25693,16258,17872,0,22596,1518408,1692451,51163,0,0,0,0,0,0,0,0,0,0,0,35,0
neosreaper,82eqe2r,24,1,Mohaca the Gale,4524567,1233905,159439,0,50398,83393,29983,815432,12450,0,0,148716,0,915205,128548,0,939358,62,0,6323,170,0,354,824,0
neosreaper,82eqe2r,24,2,Terro the Seeker,2572485,0,0,56808,9278,35324,14508,0,16252,486707,1949945,0,0,0,0,0,0,3660,0,0,0,0,0,0,0
neosreaper,82eqe2r,24,3,Mohaca the Gale,2629742,0,16653,0,0,0,0,0,0,0,0,1845391,172454,447650,98295,0,47072,2039,0,0,0,0,0,185,0
neosreaper,82eqe2r,24,4,Terro the Seeker,3002867,1004103,1320800,15567,9091,20486,7721,611273,13823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Questioner,mqwy85m,20,0,Lojak the Fissure,5800567,0,0,0,182248,303385,246091,0,0,780425,1850978,0,0,92854,29530,802396,1511433,404,467,104,0,0,0,0,246
Questioner,mqwy85m,20,1,Mohaca the Gale,782411,781949,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Questioner,mqwy85m,20,2,Terro the Seeker,1871056,0,0,0,0,0,0,0,0,0,1871025,0,0,0,0,0,0,30,0,0,0,0,0,0,0
Questioner,mqwy85m,20,3,Mohaca the Gale,4179863,754916,0,0,0,0,0,705071,0,598345,0,696823,36353,930,0,0,1386801,620,0,0,0,0,0,0,0
Questioner,mqwy85m,20,4,Terro the Seeker,3381806,0,0,0,0,0,0,0,0,720681,1846040,0,0,0,0,815084,0,0,0,0,0,0,0,0,0
BanquoC,8xpmg9e,24,0,Lojak the Fissure,3351279,802804,773398,741719,13580,168940,26422,62593,80359,0,681460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BanquoC,8xpmg9e,24,1,Mohaca the Gale,4291724,761105,716,539229,104272,361718,90050,67635,78318,0,0,0,650255,608383,879557,64692,85110,0,0,0,677,0,0,0,0
BanquoC,8xpmg9e,24,2,Terro the Seeker,2723245,889898,972783,0,0,0,0,237371,0,623192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BanquoC,8xpmg9e,24,3,Mohaca the Gale,2585805,727739,716,823839,102142,600240,87834,0,56945,0,0,0,0,0,0,186346,0,0,0,0,0,0,0,0,0
BanquoC,8xpmg9e,24,4,Terro the Seeker,2715238,0,0,0,0,0,0,0,0,665867,615169,0,0,0,0,1434200,0,0,0,0,0,0,0,0,0
Codrak,8dr8yqr,24,0,Lojak the Fissure,2382270,1074875,773098,0,0,5018,0,529277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Codrak,8dr8yqr,24,1,Mohaca the Gale,4577866,1160725,0,0,441306,0,653660,0,0,1338165,0,461655,522352,0,0,0,0,0,0,0,0,0,0,0,0
Codrak,8dr8yqr,24,2,Terro the Seeker,1187212,0,0,0,0,0,0,0,0,0,1187212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Codrak,8dr8yqr,24,3,Mohaca the Gale,3472651,1823726,0,0,319255,296,148139,0,0,0,0,0,0,0,0,1181233,0,0,0,0,0,0,0,0,0
Codrak,8dr8yqr,24,4,Terro the Seeker,2443343,0,0,0,0,298,0,0,0,1070129,831343,0,0,0,0,541571,0,0,0,0,0,0,0,0,0
Seota,xk2n9wn,23,0,Lojak the Fissure,2576575,0,0,0,0,603646,0,0,0,637561,1335231,136,0,0,0,0,0,0,0,0,0,0,0,0,0
Seota,xk2n9wn,23,1,Mohaca the Gale,4267085,574557,0,0,1895,544383,717809,640175,960371,0,0,0,154982,13993,657518,0,0,1352,0,46,0,0,0,0,0
Seota,xk2n9wn,23,2,Terro the Seeker,1878755,0,0,0,0,0,0,0,0,0,1878755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seota,xk2n9wn,23,3,Mohaca the Gale,2576769,0,0,0,0,0,0,0,626965,610202,0,0,0,0,0,0,1339601,0,0,0,0,0,0,0,0
Seota,xk2n9wn,23,4,Terro the Seeker,2470843,0,0,0,0,0,0,0,0,1026018,1444825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kermit,pgqpm75,20,0,Lojak the Fissure,2768807,0,0,0,0,537245,0,0,0,598944,727994,904623,0,0,0,0,0,0,0,0,0,0,0,0,0
Kermit,pgqpm75,20,1,Mohaca the Gale,2633590,0,0,0,0,0,0,0,0,0,0,0,1570203,0,1063387,0,0,0,0,0,0,0,0,0,0
Kermit,pgqpm75,20,2,Terro the Seeker,2647027,0,853017,0,0,0,0,0,0,820639,0,0,0,0,0,973371,0,0,0,0,0,0,0,0,0
Kermit,pgqpm75,20,3,Mohaca the Gale,5268171,0,83590,0,0,541344,311676,0,0,615409,0,1205642,1296354,148985,647873,11175,404758,48,0,0,0,0,0,0,1312
Kermit,pgqpm75,20,4,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gen,389nxy3,20,0,Lojak the Fissure,2543789,1319358,831078,93637,128966,7933,138301,0,22481,0,0,0,0,0,0,2031,0,0,0,0,0,0,0,0,0
Gen,389nxy3,20,1,Mohaca the Gale,5116642,805511,18463,579673,613452,108154,220383,103838,95207,571641,0,0,617389,632976,452570,124174,173147,27,0,32,0,0,0,0,0
Gen,389nxy3,20,2,Terro the Seeker,2398722,0,0,0,0,0,29740,0,22323,0,2346658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gen,389nxy3,20,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gen,389nxy3,20,4,Terro the Seeker,2600664,0,1320470,0,0,0,0,703686,0,576507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HjeDestroyer,e75rkmk,16,0,Lojak the Fissure,3204557,834217,21275,20673,19856,25854,8826,1761000,496491,0,0,0,0,0,0,16362,0,0,0,0,0,0,0,0,0
HjeDestroyer,e75rkmk,16,1,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HjeDestroyer,e75rkmk,16,2,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HjeDestroyer,e75rkmk,16,3,Mohaca the Gale,6124516,737914,57847,12567,15856,16523,26306,270756,189008,0,0,23768,30241,27790,14473,1844275,2857183,0,0,0,0,0,0,0,0
HjeDestroyer,e75rkmk,16,4,Terro the Seeker,3292814,0,0,0,0,0,0,0,0,821734,2470660,0,0,0,0,0,0,420,0,0,0,0,0,0,0
lumenrubeum,ykd3246,24,0,Lojak the Fissure,4308228,732009,746407,0,2977,0,516843,536006,211704,0,838734,0,0,0,0,0,723531,13,0,0,0,0,0,0,0
lumenrubeum,ykd3246,24,1,Mohaca the Gale,1853419,0,19563,0,0,0,0,0,0,0,0,0,0,26494,1577614,0,229572,0,0,0,0,0,175,0,0
lumenrubeum,ykd3246,24,2,Terro the Seeker,2218597,0,0,0,0,0,1334,0,703656,718521,795084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lumenrubeum,ykd3246,24,3,Mohaca the Gale,4076071,0,20710,1075091,0,212469,0,0,0,528813,0,1305313,0,878536,54519,0,0,27,0,589,0,0,0,0,0
lumenrubeum,ykd3246,24,4,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bab,7ewg95b,24,0,Lojak the Fissure,2031794,928336,528695,198558,55295,71672,38045,0,73300,0,0,0,0,0,0,137890,0,0,0,0,0,0,0,0,0
Bab,7ewg95b,24,1,Mohaca the Gale,4194256,0,552495,0,286995,83563,466887,38655,286139,1971755,0,213439,211768,0,0,81537,0,0,0,1018,0,0,0,0,0
Bab,7ewg95b,24,2,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bab,7ewg95b,24,3,Mohaca the Gale,3956333,1029229,36077,149803,204179,507695,133904,102691,109863,1005288,0,285114,172488,0,90192,0,128357,0,0,0,0,0,0,1447,0
Bab,7ewg95b,24,4,Terro the Seeker,2250829,0,0,0,0,0,0,0,772,1300639,949416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furno,d9q5q9,24,0,Lojak the Fissure,1874197,333032,868494,264807,4482,68586,58999,126787,149006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furno,d9q5q9,24,1,Mohaca the Gale,1457947,1674,0,0,865428,95774,299199,0,0,0,0,195870,0,0,0,0,0,0,0,0,0,0,0,0,0
Furno,d9q5q9,24,2,Terro the Seeker,4737046,828134,1951518,4712,9048,5042,1979,556640,8252,703227,0,0,0,0,0,668489,0,0,0,0,0,0,0,0,0
Furno,d9q5q9,24,3,Mohaca the Gale,1803145,0,7257,0,0,0,0,0,0,0,0,5231,855386,7069,559803,0,368229,167,0,0,0,0,0,0,0
Furno,d9q5q9,24,4,Terro the Seeker,2076644,525452,984957,9849,8812,6032,4712,180782,7116,348928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,9qx3qm,16,0,Lojak the Fissure,2884169,0,0,0,0,0,0,0,0,1168499,1713516,0,0,0,0,0,0,2154,0,0,0,0,0,0,0
Chris,9qx3qm,16,1,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,9qx3qm,16,2,Terro the Seeker,3036914,0,0,0,0,0,0,0,0,1257657,1778639,0,0,0,0,0,0,617,0,0,0,0,0,0,0
Chris,9qx3qm,16,3,Mohaca the Gale,3065616,0,10104,0,0,81548,164089,0,101801,2326216,0,158732,149985,0,0,73137,0,0,0,0,0,0,0,0,0
Chris,9qx3qm,16,4,Terro the Seeker,2129842,0,0,0,0,0,0,0,0,0,2129255,0,0,0,0,0,0,587,0,0,0,0,0,0,0
yang2020,kxy5pdb,18,0,Lojak the Fissure,4355098,723849,78957,477525,26701,158995,1126227,0,181369,0,258697,0,0,0,0,646008,676701,64,0,0,0,0,0,0,0
yang2020,kxy5pdb,18,1,Mohaca the Gale,1878107,657191,0,0,0,0,0,0,0,0,0,0,0,0,595355,0,624501,0,0,0,116,0,0,942,0
yang2020,kxy5pdb,18,2,Terro the Seeker,2447242,0,0,0,0,0,0,0,0,1015446,849722,0,0,0,0,580126,0,0,0,0,0,0,0,1946,0
yang2020,kxy5pdb,18,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yang2020,kxy5pdb,18,4,Terro the Seeker,2289575,190831,708937,0,0,4523,0,117172,0,882165,133049,0,0,0,0,252895,0,0,0,0,0,0,0,0,0
RIIKUDOUII,n92k6d9,16,0,Lojak the Fissure,1925214,0,0,0,1090716,0,0,0,0,0,0,0,0,311148,518135,0,0,115,0,5098,0,0,0,0,0
RIIKUDOUII,n92k6d9,16,1,Mohaca the Gale,2781357,0,163706,0,0,0,309546,0,61590,1877098,0,0,369416,0,0,0,0,0,0,0,0,0,0,0,0
RIIKUDOUII,n92k6d9,16,2,Terro the Seeker,2888070,0,0,21487,430687,19416,166349,0,24335,1721631,492512,0,0,0,0,11650,0,0,0,0,0,0,0,0,0
RIIKUDOUII,n92k6d9,16,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIIKUDOUII,n92k6d9,16,4,Terro the Seeker,2816186,0,0,19522,349498,32574,211318,0,48093,1556148,599032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lie,rm8kbxp,24,0,Lojak the Fissure,3041504,0,0,0,0,194657,0,0,0,436942,426757,736943,0,1239916,0,0,0,0,0,6251,0,0,0,34,0
Lie,rm8kbxp,24,1,Mohaca the Gale,1622382,0,268141,0,0,0,0,0,0,0,0,0,0,0,0,1354136,0,103,0,0,0,0,0,0,0
Lie,rm8kbxp,24,2,Terro the Seeker,1911138,0,0,0,0,0,0,0,0,432439,489290,0,0,0,0,989408,0,0,0,0,0,0,0,0,0
Lie,rm8kbxp,24,3,Mohaca the Gale,1853523,0,427157,0,0,0,0,0,0,395073,0,0,0,0,0,1031292,0,0,0,0,0,0,0,0,0
Lie,rm8kbxp,24,4,Terro the Seeker,1952425,0,0,0,0,211,0,252226,0,450964,461118,0,0,0,0,787904,0,0,0,0,0,0,0,0,0
Klid,x6bgm2k,24,0,Lojak the Fissure,2309684,0,354809,85431,4393,215718,0,0,0,581278,104385,91475,0,0,822762,49344,0,0,64,0,0,0,0,0,19
Klid,x6bgm2k,24,1,Mohaca the Gale,2355732,561330,29849,330803,21723,19854,11272,14557,15975,0,0,0,0,1065606,169149,0,115260,0,0,174,19,0,0,154,0
Klid,x6bgm2k,24,2,Terro the Seeker,1793563,0,734907,14893,9456,16203,7465,0,22508,535332,0,0,0,0,0,452796,0,0,0,0,0,0,0,0,0
Klid,x6bgm2k,24,3,Mohaca the Gale,1707933,0,33939,0,0,15933,93385,0,857763,535374,0,8518,11549,0,0,151468,0,0,0,0,0,0,0,0,0
Klid,x6bgm2k,24,4,Terro the Seeker,1548335,0,0,4007,4392,3936,5875,0,0,792962,696040,0,0,0,0,40874,0,0,0,0,0,0,0,246,0
Kilt,5r842d6,16,0,Lojak the Fissure,406563,0,0,0,212377,0,0,0,0,0,0,0,0,0,194118,0,0,51,17,0,0,0,0,0,0
Kilt,5r842d6,16,1,Mohaca the Gale,3734238,1312994,382150,386076,105189,50910,0,0,0,0,0,0,0,186679,0,0,1304205,0,0,1727,0,0,222,4083,0
Kilt,5r842d6,16,2,Terro the Seeker,2789577,0,0,0,0,0,0,0,1379,1652490,1135707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilt,5r842d6,16,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilt,5r842d6,16,4,Terro the Seeker,2644426,0,0,0,0,0,0,0,0,1160189,1325441,0,0,0,0,158795,0,0,0,0,0,0,0,0,0
Busbo,bdwymqr,19,0,Lojak the Fissure,2612920,0,0,0,0,589786,0,0,0,660366,684676,678090,0,0,0,0,0,0,0,0,0,0,0,0,0
Busbo,bdwymqr,19,1,Mohaca the Gale,2922341,0,13822,0,0,128115,498569,0,185425,556499,0,178469,12925,723080,0,617395,0,0,0,8036,0,0,0,0,0
Busbo,bdwymqr,19,2,Terro the Seeker,769403,103175,239791,313974,0,112461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Busbo,bdwymqr,19,3,Mohaca the Gale,1818046,0,0,0,0,0,0,0,0,0,0,293700,0,912164,0,0,612181,0,0,0,0,0,0,0,0
